Array;ClustGroup;Cell_line;Tissue;Tissue sub-type;Cell_line_Tissue;TCGA
5500994172383112813929_F02.cel;1;A253;aero_digestive_tract;head_and_neck;A253_H&N_906794;UNCLASSIFIED
5500994172383112813929_F02.cel;1;A253;aero_digestive_tract;head_and_neck;A253_H&N_906794;UNCLASSIFIED
5500994158987071513209_D02.cel;1;A388;skin;skin_other;A388_Unknown_910697;UNCLASSIFIED
5500994158987071513209_F02.cel;1;A431;skin;skin_other;A431_Skin_910925;UNCLASSIFIED
5500994172383112813929_C03.cel;1;BB30-HNC;aero_digestive_tract;head_and_neck;BB30-HNC_H&N_753531;HNSC
5500994157493061613625_H10.cel;1;BFTC-905;urogenital_system;bladder;BFTC-905_Bladder_910926;BLCA
5500994157493061613625_H10.cel;1;BFTC-905;urogenital_system;bladder;BFTC-905_Bladder_910926;BLCA
5500994158987071513209_F04.cel;1;BHY;aero_digestive_tract;head_and_neck;BHY_Head & Neck_753535;HNSC
5500994172383112813929_H03.cel;1;BICR22;aero_digestive_tract;head_and_neck;BICR22_Head & Neck_1240121;HNSC
5500994172383112813929_H03.cel;1;BICR22;aero_digestive_tract;head_and_neck;BICR22_Head & Neck_1240121;HNSC
5500994158987071513209_G04.cel;1;BICR78;aero_digestive_tract;head_and_neck;BICR78_Head & Neck_1240122;HNSC
5500994158987071513209_G04.cel;1;BICR78;aero_digestive_tract;head_and_neck;BICR78_Head & Neck_1240122;HNSC
5500994173212120213068_D04.cel;1;BxPC-3;pancreas;pancreas;BxPC-3_Pancreas_906693;PAAD
5500994173212120213068_D04.cel;1;BxPC-3;pancreas;pancreas;BxPC-3_Pancreas_906693;PAAD
5500994172383112813929_G03.cel;1;CAL-27;aero_digestive_tract;head_and_neck;CAL-27_Mouth_910916;HNSC
5500994172383112813929_G03.cel;1;CAL-27;aero_digestive_tract;head_and_neck;CAL-27_Mouth_910916;HNSC
5500994157493061613625_G01.cel;1;CAL-29;urogenital_system;bladder;CAL-29_Bladder_1290730;BLCA
5500994157493061613625_G01.cel;1;CAL-29;urogenital_system;bladder;CAL-29_Bladder_1290730;BLCA
5500994157493061613625_F11.cel;1;CAL-33;aero_digestive_tract;head_and_neck;CAL-33_H&N_753541;HNSC
5500994157493061613625_F11.cel;1;CAL-33;aero_digestive_tract;head_and_neck;CAL-33_H&N_753541;HNSC
5500994158987071513209_G07.cel;1;CAL-39;urogenital_system;cervix;CAL-39_Cervix_924107;CESC
5500994158987071513209_G07.cel;1;CAL-39;urogenital_system;cervix;CAL-39_Cervix_924107;CESC
5500994158987071513209_A06.cel;1;Ca9-22;aero_digestive_tract;head_and_neck;Ca9-22_Head & Neck_753538;HNSC
5500994158987071513209_A06.cel;1;Ca9-22;aero_digestive_tract;head_and_neck;Ca9-22_Head & Neck_753538;HNSC
5500994158987071513209_C10.cel;1;DAN-G;pancreas;pancreas;DAN-G_Pancreas_1290797;PAAD
5500994158987071513209_C10.cel;1;DAN-G;pancreas;pancreas;DAN-G_Pancreas_1290797;PAAD
5500994158987071513209_H10.cel;1;DJM-1;skin;skin_other;DJM-1_Skin_906841;UNCLASSIFIED
5500994158987071513209_C11.cel;1;DOK;aero_digestive_tract;head_and_neck;DOK_Head & Neck_910936;HNSC
5500994158987071513209_C11.cel;1;DOK;aero_digestive_tract;head_and_neck;DOK_Head & Neck_910936;HNSC
5500994158987071513209_F10.cel;1;Detroit562;aero_digestive_tract;head_and_neck;Detroit562_Head & Neck_906837;HNSC
5500994158987071513209_F10.cel;1;Detroit562;aero_digestive_tract;head_and_neck;Detroit562_Head & Neck_906837;HNSC
5500994158987071513209_E11.cel;1;DoTc2-4510;urogenital_system;cervix;DoTc2-4510_Cervix_906843;CESC
5500994158987071513209_E11.cel;1;DoTc2-4510;urogenital_system;cervix;DoTc2-4510_Cervix_906843;CESC
5500994172383112813929_G01.cel;1;EC-GI-10;aero_digestive_tract;oesophagus;EC-GI-10_Esophagus_753555;ESCA
5500994172383112813929_G01.cel;1;EC-GI-10;aero_digestive_tract;oesophagus;EC-GI-10_Esophagus_753555;ESCA
5500994172383112813929_F01.cel;1;EPLC-272H;lung;lung_NSCLC_squamous_cell_carcinoma;Lung:NSCLC_753556;LUSC
5500994172383112813929_F01.cel;1;EPLC-272H;lung;lung_NSCLC_squamous_cell_carcinoma;Lung:NSCLC_753556;LUSC
5500994172948120113978_E08.cel;1;HCC1143;breast;breast;HCC1143_breast_749710;BRCA
5500994172948120113978_E08.cel;1;HCC1143;breast;breast;HCC1143_breast_749710;BRCA
5500994172383112813929_H08.cel;1;HCC1806;breast;breast;HCC1806_Breast_907047;UNCLASSIFIED
5500994172383112813929_H08.cel;1;HCC1806;breast;breast;HCC1806_Breast_907047;UNCLASSIFIED
5500994172383112813928_C07.cel;1;HN;aero_digestive_tract;head_and_neck;HN_Head & Neck_907059;HNSC
5500994172383112813929_D08.cel;1;HO-1-N-1;aero_digestive_tract;head_and_neck;HO-1-N-1_Head & Neck_924111;HNSC
5500994172383112813929_D08.cel;1;HO-1-N-1;aero_digestive_tract;head_and_neck;HO-1-N-1_Head & Neck_924111;HNSC
5500994173603120813304_B11.cel;1;HO-1-u-1;aero_digestive_tract;head_and_neck;HO-1-u-1_upper_aerodigestive_tract_753561;HNSC
5500994173603120813304_B11.cel;1;HO-1-u-1;aero_digestive_tract;head_and_neck;HO-1-u-1_upper_aerodigestive_tract_753561;HNSC
5500994173603120813304_H10.cel;1;HSC-2;aero_digestive_tract;head_and_neck;HSC-2_upper_aerodigestive_tract_753562;HNSC
5500994173603120813304_H10.cel;1;HSC-2;aero_digestive_tract;head_and_neck;HSC-2_upper_aerodigestive_tract_753562;HNSC
5500994172383112813929_B08.cel;1;HSC-3;aero_digestive_tract;head_and_neck;HSC-3_Head & Neck_907061;HNSC
5500994172383112813929_B08.cel;1;HSC-3;aero_digestive_tract;head_and_neck;HSC-3_Head & Neck_907061;HNSC
5500994172383112813928_C06.cel;1;HSC-4;aero_digestive_tract;head_and_neck;HSC-4_Head & Neck_907062;HNSC
5500994172383112813928_C06.cel;1;HSC-4;aero_digestive_tract;head_and_neck;HSC-4_Head & Neck_907062;HNSC
5500994172383112813929_H12.cel;1;HT-3;urogenital_system;cervix;HT-3_Cervix_907068;CESC
5500994172383112813929_H12.cel;1;HT-3;urogenital_system;cervix;HT-3_Cervix_907068;CESC
5500994172383112813928_B06.cel;1;Hs-766T;pancreas;pancreas;Hs-766T_Pancreas_1298141;PAAD
5500994172383112813928_B06.cel;1;Hs-766T;pancreas;pancreas;Hs-766T_Pancreas_1298141;PAAD
5500994172383112813928_G11.cel;1;JHU-011;aero_digestive_tract;head_and_neck;JHU-011_Head & Neck_1240161;HNSC
5500994173603120813304_G12.cel;1;JHU-029;aero_digestive_tract;head_and_neck;JHU-029_upper_aerodigestive_tract_1298156;HNSC
5500994172383112813928_E05.cel;1;KNS-62;lung;lung_NSCLC_squamous_cell_carcinoma;KNS-62_Lung_753569;LUSC
5500994172383112813928_E05.cel;1;KNS-62;lung;lung_NSCLC_squamous_cell_carcinoma;KNS-62_Lung_753569;LUSC
5500994172383112813928_B05.cel;1;KON;aero_digestive_tract;head_and_neck;KON_Head & Neck_1298215;HNSC
5500994158987071513202_E04.cel;1;KOSC-2;aero_digestive_tract;head_and_neck;KOSC-2_Head & Neck_753570;HNSC
5500994158987071513202_H01.cel;1;KYSE-150;aero_digestive_tract;oesophagus;KYSE-150_Esophagus_907317;ESCA
5500994158987071513202_H01.cel;1;KYSE-150;aero_digestive_tract;oesophagus;KYSE-150_Esophagus_907317;ESCA
5500994158987071513202_C01.cel;1;KYSE-270;aero_digestive_tract;oesophagus;KYSE-270_Esophagus_907319;ESCA
5500994158987071513202_C01.cel;1;KYSE-270;aero_digestive_tract;oesophagus;KYSE-270_Esophagus_907319;ESCA
5500994158987071513202_D01.cel;1;KYSE-510;aero_digestive_tract;oesophagus;KYSE-510_Esophagus_907321;ESCA
5500994158987071513202_D01.cel;1;KYSE-510;aero_digestive_tract;oesophagus;KYSE-510_Esophagus_907321;ESCA
5500994158987071513202_A01.cel;1;KYSE-520;aero_digestive_tract;oesophagus;KYSE-520_Esophagus_753575;ESCA
5500994158987071513202_A01.cel;1;KYSE-520;aero_digestive_tract;oesophagus;KYSE-520_Esophagus_753575;ESCA
5500994158987071513202_F12.cel;1;ME-180;urogenital_system;cervix;ME-180_Cervix_687514;CESC
5500994158987071513202_F12.cel;1;ME-180;urogenital_system;cervix;ME-180_Cervix_687514;CESC
5500994158987071513201_F07.cel;1;NCI-H1648;lung;lung_NSCLC_adenocarcinoma;NCI-H1648_Lung:NSCLC_687799;LUAD
5500994158987071513201_F07.cel;1;NCI-H1648;lung;lung_NSCLC_adenocarcinoma;NCI-H1648_Lung:NSCLC_687799;LUAD
5500994172383112813930_A11.cel;1;NCI-H1666;lung;lung_NSCLC_adenocarcinoma;NCI-H1666_Lung:NSCLC_908473;LUAD
5500994172383112813930_A11.cel;1;NCI-H1666;lung;lung_NSCLC_adenocarcinoma;NCI-H1666_Lung:NSCLC_908473;LUAD
5500994158987071513201_H10.cel;1;OE21;aero_digestive_tract;oesophagus;OE21_Esophagus_1298359;ESCA
5500994158987071513201_H10.cel;1;OE21;aero_digestive_tract;oesophagus;OE21_Esophagus_1298359;ESCA
5500994158987071513201_B11.cel;1;ONS-76;nervous_system;medulloblastoma;ONS-76_CNS_909248;MB
5500994158987071513201_B11.cel;1;ONS-76;nervous_system;medulloblastoma;ONS-76_CNS_909248;MB
5500994158987071513201_C11.cel;1;OSC-19;aero_digestive_tract;head_and_neck;OSC-19_Head & Neck_1298362;HNSC
5500994158987071513201_E11.cel;1;OSC-20;aero_digestive_tract;head_and_neck;OSC-20_Head & Neck_1240196;HNSC
5500994158987071513201_E11.cel;1;OSC-20;aero_digestive_tract;head_and_neck;OSC-20_Head & Neck_1240196;HNSC
5500994158987071513201_G05.cel;1;PCI-15A;aero_digestive_tract;head_and_neck;PCI-15A_Head & Neck_1240204;HNSC
5500994158987071513201_H05.cel;1;PCI-38;aero_digestive_tract;head_and_neck;PCI-38_Head & Neck_1240205;HNSC
5500994173212120213068_D07.cel;1;PCI-4B;aero_digestive_tract;head_and_neck;PCI-4B_Head & Neck_1298531;HNSC
5500994173212120213068_D07.cel;1;PCI-4B;aero_digestive_tract;head_and_neck;PCI-4B_Head & Neck_1298531;HNSC
5500994158987071513201_A06.cel;1;PCI-6A;aero_digestive_tract;head_and_neck;PCI-6A_Head & Neck_1240206;HNSC
5500994158987071513201_B06.cel;1;PE-CA-PJ15;aero_digestive_tract;head_and_neck;PE-CA-PHead & Neck_1240207;HNSC
5500994158987071513207_G06.cel;1;SAS;aero_digestive_tract;head_and_neck;SAS_Head & Neck_909708;HNSC
5500994158987071513207_G06.cel;1;SAS;aero_digestive_tract;head_and_neck;SAS_Head & Neck_909708;HNSC
5500994172383112813928_G01.cel;1;SAT;aero_digestive_tract;head_and_neck;SAT_Head & Neck_1299050;HNSC
5500994172383112813928_G01.cel;1;SAT;aero_digestive_tract;head_and_neck;SAT_Head & Neck_1299050;HNSC
5500994172383112813928_F01.cel;1;SCC-15;aero_digestive_tract;head_and_neck;SCC-15_Head & Neck_910911;HNSC
5500994172383112813928_F01.cel;1;SCC-15;aero_digestive_tract;head_and_neck;SCC-15_Head & Neck_910911;HNSC
5500994172383112813930_D12.cel;1;SCC-25;aero_digestive_tract;head_and_neck;SCC-25_Head & Neck_910701;HNSC
5500994172383112813930_H09.cel;1;SCC-4;aero_digestive_tract;head_and_neck;SCC-4_Head & Neck_910904;HNSC
5500994172383112813930_H09.cel;1;SCC-4;aero_digestive_tract;head_and_neck;SCC-4_Head & Neck_910904;HNSC
5500994158987071513207_A10.cel;1;SCC-9;aero_digestive_tract;head_and_neck;SCC-9_Head & Neck_909709;HNSC
5500994158987071513207_A10.cel;1;SCC-9;aero_digestive_tract;head_and_neck;SCC-9_Head & Neck_909709;HNSC
5500994172948120113978_H10.cel;1;SK-GT-4;aero_digestive_tract;oesophagus;SK-GT-4_Esophagus_1503365;ESCA
5500994172948120113978_H10.cel;1;SK-GT-4;aero_digestive_tract;oesophagus;SK-GT-4_Esophagus_1503365;ESCA
5500994172383112813928_E04.cel;1;SKG-IIIa;urogenital_system;cervix;SKG-IIIa_Cervix_930298;CESC
5500994172383112813928_E04.cel;1;SKG-IIIa;urogenital_system;cervix;SKG-IIIa_Cervix_930298;CESC
5500994172383112813928_G03.cel;1;SKN-3;aero_digestive_tract;head_and_neck;SKN-3_Head & Neck_1299059;HNSC
5500994172383112813928_G03.cel;1;SKN-3;aero_digestive_tract;head_and_neck;SKN-3_Head & Neck_1299059;HNSC
5500994158987071513207_F10.cel;1;SW1990;pancreas;pancreas;SW1990_Pancreas_910907;PAAD
5500994158987071513207_F10.cel;1;SW1990;pancreas;pancreas;SW1990_Pancreas_910907;PAAD
5500994172383112813928_C09.cel;1;SW954;urogenital_system;urogenital_system_other;SW954_Vulva_924247;UNCLASSIFIED
5500994158987071513207_B07.cel;1;TE-10;aero_digestive_tract;oesophagus;TE-10_Esophagus_753622;ESCA
5500994158987071513207_E07.cel;1;TE-11;aero_digestive_tract;oesophagus;TE-11_Esophagus_946354;ESCA
5500994158987071513207_D07.cel;1;TE-12;aero_digestive_tract;oesophagus;TE-12_Esophagus_946356;ESCA
5500994158987071513207_D07.cel;1;TE-12;aero_digestive_tract;oesophagus;TE-12_Esophagus_946356;ESCA
5500994158987071513207_F07.cel;1;TE-15;aero_digestive_tract;oesophagus;TE-15_Esophagus_753614;ESCA
5500994158987071513207_F07.cel;1;TE-15;aero_digestive_tract;oesophagus;TE-15_Esophagus_753614;ESCA
5500994158987071513207_G07.cel;1;TE-5;aero_digestive_tract;oesophagus;TE-5_Esophagus_735784;ESCA
5500994158987071513207_G07.cel;1;TE-5;aero_digestive_tract;oesophagus;TE-5_Esophagus_735784;ESCA
5500994158987071513207_B08.cel;1;TE-9;aero_digestive_tract;oesophagus;TE-9_Esophagus_946353;ESCA
5500994158987071513207_B08.cel;1;TE-9;aero_digestive_tract;oesophagus;TE-9_Esophagus_946353;ESCA
5500994158987071513207_F04.cel;1;VM-CUB-1;urogenital_system;bladder;VM-CUB-1_Bladder_909780;BLCA
5500994158987071513207_F04.cel;1;VM-CUB-1;urogenital_system;bladder;VM-CUB-1_Bladder_909780;BLCA
5500994158987071513209_A01.cel;2;201T;lung;lung_NSCLC_adenocarcinoma;201T_Lung:NSCLC_1287381;LUAD
5500994158987071513209_B01.cel;2;23132-87;digestive_system;stomach;23132-87_Stomach_910924;STAD
5500994158987071513209_B01.cel;2;23132-87;digestive_system;stomach;23132-87_Stomach_910924;STAD
5500994157493061613625_B11.cel;2;5637;urogenital_system;bladder;5637_Bladder_687452;BLCA
5500994157493061613625_B11.cel;2;5637;urogenital_system;bladder;5637_Bladder_687452;BLCA
5500994157493061613625_F01.cel;2;639-V;urogenital_system;bladder;639-V_Bladder_906798;BLCA
5500994157493061613625_F01.cel;2;639-V;urogenital_system;bladder;639-V_Bladder_906798;BLCA
5500994157493061613625_H02.cel;2;647-V;urogenital_system;bladder;647-V_Bladder_906797;BLCA
5500994157493061613625_H02.cel;2;647-V;urogenital_system;bladder;647-V_Bladder_906797;BLCA
5500994158987071513209_G02.cel;2;A549;lung;lung_NSCLC_adenocarcinoma;A549_Lung:NSCLC_905949;LUAD
5500994158987071513209_G02.cel;2;A549;lung;lung_NSCLC_adenocarcinoma;A549_Lung:NSCLC_905949;LUAD
5500994172383112813929_G02.cel;2;ABC-1;lung;lung_NSCLC_adenocarcinoma;ABC-1_Lung:NSCLC_906791;LUAD
5500994172383112813929_G02.cel;2;ABC-1;lung;lung_NSCLC_adenocarcinoma;ABC-1_Lung:NSCLC_906791;LUAD
5500994173212120213068_H03.cel;2;AGS;digestive_system;stomach;AGS_Stomach_906790;STAD
5500994173212120213068_H03.cel;2;AGS;digestive_system;stomach;AGS_Stomach_906790;STAD
5500994157493061613625_C06.cel;2;AU565;breast;breast;AU565_Breast_910704;BRCA
5500994157493061613625_C06.cel;2;AU565;breast;breast;AU565_Breast_910704;BRCA
5500994173212120213068_B04.cel;2;AsPC-1;pancreas;pancreas;AsPC-1_Pancreas_910702;PAAD
5500994173212120213068_B04.cel;2;AsPC-1;pancreas;pancreas;AsPC-1_Pancreas_910702;PAAD
5500994172948120113978_G11.cel;2;BICR31;aero_digestive_tract;head_and_neck;BICR31_Head & Neck_1290725;HNSC
5500994158987071513209_F09.cel;2;BPH-1;urogenital_system;prostate;BPH-1_Prostate_924105;UNCLASSIFIED
5500994158987071513209_F09.cel;2;BPH-1;urogenital_system;prostate;BPH-1_Prostate_924105;UNCLASSIFIED
5500994158987071513209_A05.cel;2;BT-20;breast;breast;BT-20_Breast_906801;BRCA
5500994158987071513209_A05.cel;2;BT-20;breast;breast;BT-20_Breast_906801;BRCA
5500994157493061613625_D06.cel;2;Becker;nervous_system;glioma;Becker_CNS_906746;GBM
5500994157493061613625_D06.cel;2;Becker;nervous_system;glioma;Becker_CNS_906746;GBM
5500994173603120813304_E12.cel;2;C-4-I;urogenital_system;cervix;C-4-I_cervix_687506;CESC
5500994173603120813304_E12.cel;2;C-4-I;urogenital_system;cervix;C-4-I_cervix_687506;CESC
5500994158987071513209_F05.cel;2;C2BBe1;digestive_system;large_intestine;C2BBe1_Intestine_910700;COREAD
5500994158987071513209_F05.cel;2;C2BBe1;digestive_system;large_intestine;C2BBe1_Intestine_910700;COREAD
5500994158987071513209_G05.cel;2;C3A;digestive_system;liver;C3A_Liver_910850;LIHC
5500994158987071513209_G05.cel;2;C3A;digestive_system;liver;C3A_Liver_910850;LIHC
5500994173212120213068_F06.cel;2;CAL-12T;lung;lung_NSCLC_not_specified;CAL-12T_Lung:NSCLC_753540;UNCLASSIFIED
5500994157493061613625_A03.cel;2;CAL-51;breast;breast;CAL-51_Breast_910927;BRCA
5500994157493061613625_A03.cel;2;CAL-51;breast;breast;CAL-51_Breast_910927;BRCA
5500994175999120813240_C08.cel;2;CAL-62;thyroid;thyroid;CAL-62_thyroid_906828;THCA
5500994175999120813240_C08.cel;2;CAL-62;thyroid;thyroid;CAL-62_thyroid_906828;THCA
5500994158987071513209_A08.cel;2;CAL-85-1;breast;breast;CAL-85-1_Breast_910852;BRCA
5500994158987071513209_A08.cel;2;CAL-85-1;breast;breast;CAL-85-1_Breast_910852;BRCA
5500994158987071513209_F06.cel;2;CAPAN-1;pancreas;pancreas;CAPAN-1_Pancreas_753624;PAAD
5500994158987071513209_F06.cel;2;CAPAN-1;pancreas;pancreas;CAPAN-1_Pancreas_753624;PAAD
5500994172383112813929_D04.cel;2;CCK-81;digestive_system;large_intestine;CCK-81_Intestine_1240123;COREAD
5500994172383112813929_D04.cel;2;CCK-81;digestive_system;large_intestine;CCK-81_Intestine_1240123;COREAD
5500994158987071513209_F08.cel;2;CFPAC-1;pancreas;pancreas;CFPAC-1_Pancreas_906821;PAAD
5500994158987071513209_F08.cel;2;CFPAC-1;pancreas;pancreas;CFPAC-1_Pancreas_906821;PAAD
5500994172383112813929_C04.cel;2;CL-11;digestive_system;large_intestine;CL-11_Intestine_1290769;COREAD
5500994172383112813929_C04.cel;2;CL-11;digestive_system;large_intestine;CL-11_Intestine_1290769;COREAD
5500994175999120813240_C07.cel;2;CL-34;digestive_system;large_intestine;CL-34_large_intestine_1290771;COREAD
5500994175999120813240_C07.cel;2;CL-34;digestive_system;large_intestine;CL-34_large_intestine_1290771;COREAD
5500994172948120113978_E02.cel;2;CL-40;digestive_system;large_intestine;CL-40_Intestine_1240124;COREAD
5500994172948120113978_E02.cel;2;CL-40;digestive_system;large_intestine;CL-40_Intestine_1240124;COREAD
5500994157493061613625_H09.cel;2;COLO-205;digestive_system;large_intestine;COLO-205_Intestin_905961;COREAD
5500994157493061613625_H09.cel;2;COLO-205;digestive_system;large_intestine;COLO-205_Intestin_905961;COREAD
5500994158987071513209_C07.cel;2;COLO-678;digestive_system;large_intestine;COLO-678_Intestine_910689;COREAD
5500994158987071513209_C07.cel;2;COLO-678;digestive_system;large_intestine;COLO-678_Intestine_910689;COREAD
5500994157493061613625_F09.cel;2;COLO-680N;aero_digestive_tract;oesophagus;COLO-680N_Esophag_906817;ESCA
5500994157493061613625_F09.cel;2;COLO-680N;aero_digestive_tract;oesophagus;COLO-680N_Esophag_906817;ESCA
5500994158987071513209_D09.cel;2;COR-L105;lung;lung_NSCLC_adenocarcinoma;COR-L105_Lung:NSCLC_906805;LUAD
5500994158987071513209_D09.cel;2;COR-L105;lung;lung_NSCLC_adenocarcinoma;COR-L105_Lung:NSCLC_906805;LUAD
5500994158987071513209_E09.cel;2;COR-L23;lung;lung_NSCLC_large_cell;COR-L23_Lung:NSCLC_687780;UNCLASSIFIED
5500994158987071513209_E09.cel;2;COR-L23;lung;lung_NSCLC_large_cell;COR-L23_Lung:NSCLC_687780;UNCLASSIFIED
5500994175999120813240_B03.cel;2;CW-2;digestive_system;large_intestine;CW-2_large_intestine_910554;COREAD
5500994175999120813240_B03.cel;2;CW-2;digestive_system;large_intestine;CW-2_large_intestine_910554;COREAD
5500994158987071513209_D08.cel;2;Ca-Ski;urogenital_system;cervix;Ca-Ski_Cervix_906824;CESC
5500994158987071513209_D08.cel;2;Ca-Ski;urogenital_system;cervix;Ca-Ski_Cervix_906824;CESC
5500994172383112813929_A04.cel;2;CaR-1;digestive_system;large_intestine;CaR-1_Intestine_924108;COREAD
5500994172383112813929_A04.cel;2;CaR-1;digestive_system;large_intestine;CaR-1_Intestine_924108;COREAD
5500994173212120213068_D06.cel;2;Calu-3;lung;lung_NSCLC_adenocarcinoma;Calu-3_Lung:NSCLC_687777;LUAD
5500994173212120213068_D06.cel;2;Calu-3;lung;lung_NSCLC_adenocarcinoma;Calu-3_Lung:NSCLC_687777;LUAD
5500994158987071513209_E06.cel;2;Calu-6;lung;lung_NSCLC_adenocarcinoma;Calu-6_Lung_724859;LUAD
5500994158987071513209_E06.cel;2;Calu-6;lung;lung_NSCLC_adenocarcinoma;Calu-6_Lung_724859;LUAD
5500994172948120113978_E04.cel;2;Caov-4;urogenital_system;ovary;Caov-4_ovary_949090;OV
5500994172948120113978_E04.cel;2;Caov-4;urogenital_system;ovary;Caov-4_ovary_949090;OV
5500994158987071513209_H09.cel;2;ChaGo-K-1;lung;lung_NSCLC_not_specified;ChaGo-K-1_Lung:NSCLC_687596;UNCLASSIFIED
5500994157493061613625_B03.cel;2;DSH1;urogenital_system;bladder;DSH1_Bladder_753552;BLCA
5500994157493061613625_B03.cel;2;DSH1;urogenital_system;bladder;DSH1_Bladder_753552;BLCA
5500994158987071513209_D11.cel;2;DU-145;urogenital_system;prostate;DU-145_Prostate_905935;PRAD
5500994158987071513209_D11.cel;2;DU-145;urogenital_system;prostate;DU-145_Prostate_905935;PRAD
5500994172383112813929_A02.cel;2;EBC-1;lung;lung_NSCLC_squamous_cell_carcinoma;EBC-1_Lung:NSCLC_753554;LUSC
5500994172383112813929_A02.cel;2;EBC-1;lung;lung_NSCLC_squamous_cell_carcinoma;EBC-1_Lung:NSCLC_753554;LUSC
5500994172383112813929_C01.cel;2;EFO-21;urogenital_system;ovary;EFO-21_Ovary_911905;OV
5500994172383112813929_C01.cel;2;EFO-21;urogenital_system;ovary;EFO-21_Ovary_911905;OV
5500994158987071513209_H11.cel;2;EFO-27;urogenital_system;ovary;EFO-27_Ovary_906852;UNCLASSIFIED
5500994158987071513209_H11.cel;2;EFO-27;urogenital_system;ovary;EFO-27_Ovary_906852;UNCLASSIFIED
5500994158987071513209_A12.cel;2;EGI-1;digestive_system;biliary_tract;EGI-1_Liver_906853;UNCLASSIFIED
5500994158987071513209_A12.cel;2;EGI-1;digestive_system;biliary_tract;EGI-1_Liver_906853;UNCLASSIFIED
5500994172383112813929_C07.cel;2;EKVX;lung;lung_NSCLC_adenocarcinoma;EKVX_Lung_905970;LUAD
5500994172383112813929_C07.cel;2;EKVX;lung;lung_NSCLC_adenocarcinoma;EKVX_Lung_905970;LUAD
5500994172383112813929_G07.cel;2;EMC-BAC-1;lung;lung_NSCLC_adenocarcinoma;EMC-BAC-1_Esophagus_1503369;LUAD
5500994172383112813929_E07.cel;2;EMC-BAC-2;lung;lung_NSCLC_adenocarcinoma;EMC-BAC-2_Esophagus_1503370;LUAD
5500994172383112813929_E07.cel;2;EMC-BAC-2;lung;lung_NSCLC_adenocarcinoma;EMC-BAC-2_Esophagus_1503370;LUAD
5500994172383112813929_H06.cel;2;ESO26;aero_digestive_tract;oesophagus;ESO26_Esophagus_1503366;ESCA
5500994172383112813929_H06.cel;2;ESO26;aero_digestive_tract;oesophagus;ESO26_Esophagus_1503366;ESCA
5500994157493061613625_F10.cel;2;ESO51;aero_digestive_tract;oesophagus;ESO51_Esophag_1503367;ESCA
5500994157493061613625_F10.cel;2;ESO51;aero_digestive_tract;oesophagus;ESO51_Esophag_1503367;ESCA
5500994157493061613625_A11.cel;2;ETK-1;digestive_system;biliary_tract;ETK-1_Biliary_906861;UNCLASSIFIED
5500994157493061613625_A11.cel;2;ETK-1;digestive_system;biliary_tract;ETK-1_Biliary_906861;UNCLASSIFIED
5500994158987071513202_C08.cel;2;FADU;aero_digestive_tract;head_and_neck;FADU_Head & Neck_906863;HNSC
5500994158987071513202_C08.cel;2;FADU;aero_digestive_tract;head_and_neck;FADU_Head & Neck_906863;HNSC
5500994175999120813240_F06.cel;2;FLO-1;aero_digestive_tract;oesophagus;FLO-1_Esophagus_1503361;ESCA
5500994175999120813240_F06.cel;2;FLO-1;aero_digestive_tract;oesophagus;FLO-1_Esophagus_1503361;ESCA
5500994158987071513202_A09.cel;2;GAMG;nervous_system;glioma;GAMG_Brain_906868;LGG
5500994158987071513202_A09.cel;2;GAMG;nervous_system;glioma;GAMG_Brain_906868;LGG
5500994158987071513202_G08.cel;2;GCIY;digestive_system;stomach;GCIY_Stomach_906869;STAD
5500994158987071513202_G08.cel;2;GCIY;digestive_system;stomach;GCIY_Stomach_906869;STAD
5500994158987071513202_B10.cel;2;GP5d;digestive_system;large_intestine;GP5d_Intestine_907291;COREAD
5500994158987071513202_B10.cel;2;GP5d;digestive_system;large_intestine;GP5d_Intestine_907291;COREAD
5500994172383112813929_F09.cel;2;H3255;lung;lung_NSCLC_adenocarcinoma;H3255_Lung_1247873;LUAD
5500994172383112813929_F09.cel;2;H3255;lung;lung_NSCLC_adenocarcinoma;H3255_Lung_1247873;LUAD
5500994172383112813929_G11.cel;2;HARA;lung;lung_NSCLC_squamous_cell_carcinoma;HARA_Lung_1240142;LUSC
5500994172383112813929_G11.cel;2;HARA;lung;lung_NSCLC_squamous_cell_carcinoma;HARA_Lung_1240142;LUSC
5500994172383112813929_D12.cel;2;HCC-15;lung;lung_NSCLC_squamous_cell_carcinoma;HCC-15_Lung_1240143;LUSC
5500994172383112813929_D12.cel;2;HCC-15;lung;lung_NSCLC_squamous_cell_carcinoma;HCC-15_Lung_1240143;LUSC
5500994172383112813929_D09.cel;2;HCC-44;lung;lung_NSCLC_adenocarcinoma;HCC-44_Lung_1240145;LUAD
5500994172383112813929_D09.cel;2;HCC-44;lung;lung_NSCLC_adenocarcinoma;HCC-44_Lung_1240145;LUAD
5500994172383112813929_D11.cel;2;HCC-78;lung;lung_NSCLC_adenocarcinoma;HCC-78_Lung:NSCLC_1290908;LUAD
5500994172383112813929_D11.cel;2;HCC-78;lung;lung_NSCLC_adenocarcinoma;HCC-78_Lung:NSCLC_1290908;LUAD
5500994172383112813928_B08.cel;2;HCC-827;lung;lung_NSCLC_adenocarcinoma;HCC-827_Lung_1240146;LUAD
5500994172383112813928_B08.cel;2;HCC-827;lung;lung_NSCLC_adenocarcinoma;HCC-827_Lung_1240146;LUAD
